Programme Type,Academic Year,Academic Year (copy),Age Group,Course Level,Gender (group),ISCED Broad Field of Study,Mode,New Entrant?,Gender,Asterisk
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Engineering, manufacturing and construction",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Engineering, manufacturing and construction",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Health and welfare,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Information and Communication Technologies (ICTs),Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Natural sciences, mathematics and statistics",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Social sciences, journalism and information",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,Arts and humanities,Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Female,"Business, administration and law",Full-time,No,Female,*
